datetime,Make,Model,Quantity,Pct
2016-05-01,BMW,BMW i3,120,0.932835820895522
2016-05-01,Suzuki,Suzuki Vitara,93,0.72294776119403
2016-05-01,Renault,Renault Zoe,64,0.497512437810945
2016-06-01,Volkswagen,Volkswagen Golf,1056,7.71873401067174
2016-06-01,Mitsubishi,Mitsubishi Outlander,590,4.31255025217455
2016-06-01,Volkswagen,Volkswagen Passat,463,3.38425553687596
2016-06-01,Toyota,Toyota Auris,435,3.17959213507785
2016-06-01,Renault,Renault Zoe,398,2.90914406841605
2016-06-01,Toyota,Toyota Yaris,391,2.85797821796652
2016-06-01,Skoda,Skoda Octavia,328,2.39748556392077
2016-06-01,Toyota,Toyota Rav4,324,2.36824793509246
2016-06-01,Nissan,Nissan Leaf,318,2.32439149185001
2016-06-01,Tesla,Tesla Model S,284,2.07587164680944
2016-06-01,Mazda,Mazda CX-5,252,1.84197061618303
2016-06-01,Toyota,Toyota Prius,246,1.79811417294057
2016-06-01,Audi,Audi A3,241,1.7615671369052
2016-06-01,Opel,Opel Astra,225,1.64461662159199
2016-06-01,BMW,BMW 2-serie,216,1.57883195672831
2016-06-01,Mercedes-Benz,Mercedes-Benz B-klasse,215,1.57152254952123
2016-06-01,Mazda,Mazda CX-3,213,1.55690373510708
2016-06-01,Ford,Ford Mondeo,193,1.4107155909655702
2016-06-01,Toyota,Toyota Avensis,186,1.35954974051604
2016-06-01,Skoda,Skoda Superb,168,1.22798041078869
2016-06-01,Volkswagen,Volkswagen up!,155,1.1329581170967
2016-06-01,Nissan,Nissan Qashqai,154,1.12564870988963
2016-06-01,Peugeot,Peugeot 308,153,1.11833930268255
2016-06-01,Mercedes-Benz,Mercedes-Benz C-klasse,144,1.05255463781887
2016-06-01,Volvo,Volvo XC90,143,1.0452452306118
2016-06-01,Volkswagen,Volkswagen Polo,143,1.0452452306118
2016-06-01,Volvo,Volvo V70,139,1.0160076017835
2016-06-01,Ford,Ford S-Max,126,0.9209853080915141
2016-06-01,Suzuki,Suzuki Vitara,95,0.694393684672173
2016-06-01,BMW,BMW i3,51,0.37277976756085096
2016-07-01,Volkswagen,Volkswagen Golf,972,8.80434782608696
2016-07-01,Mitsubishi,Mitsubishi Outlander,552,5.0
2016-07-01,Volkswagen,Volkswagen Passat,444,4.02173913043478
2016-07-01,Volkswagen,Volkswagen Tiguan,305,2.76268115942029
2016-07-01,Skoda,Skoda Octavia,301,2.7264492753623197
2016-07-01,Toyota,Toyota Rav4,277,2.50905797101449
2016-07-01,Toyota,Toyota Yaris,266,2.4094202898550696
2016-07-01,Audi,Audi A3,262,2.3731884057971
2016-07-01,Toyota,Toyota Auris,251,2.2735507246376803
2016-07-01,Nissan,Nissan Leaf,237,2.14673913043478
2016-07-01,Opel,Opel Astra,192,1.7391304347826102
2016-07-01,Mazda,Mazda CX-5,187,1.6938405797101497
2016-07-01,Toyota,Toyota Prius,186,1.6847826086956499
2016-07-01,Nissan,Nissan Qashqai,183,1.6576086956521698
2016-07-01,Mazda,Mazda CX-3,167,1.51268115942029
2016-07-01,Volvo,Volvo XC60,160,1.4492753623188401
2016-07-01,Audi,Audi A4,157,1.42210144927536
2016-07-01,Hyundai,Hyundai Tucson,152,1.3768115942029
2016-07-01,Skoda,Skoda Superb,148,1.34057971014493
2016-07-01,Volkswagen,Volkswagen Polo,145,1.31340579710145
2016-07-01,Toyota,Toyota Avensis,139,1.25905797101449
2016-07-01,Volvo,Volvo V40,134,1.2137681159420302
2016-07-01,BMW,BMW 2-serie,131,1.18659420289855
2016-07-01,Suzuki,Suzuki Vitara,128,1.15942028985507
2016-07-01,Mercedes-Benz,Mercedes-Benz C-klasse,128,1.15942028985507
2016-07-01,Mercedes-Benz,Mercedes-Benz B-klasse,123,1.11413043478261
2016-07-01,Volvo,Volvo XC90,122,1.1050724637681202
2016-07-01,Peugeot,Peugeot 2008,114,1.03260869565217
2016-07-01,Ford,Ford Mondeo,111,1.0054347826087
2016-07-01,Kia,Kia Soul,106,0.960144927536232
2016-07-01,BMW,BMW i3,98,0.9
2016-07-01,Renault,Renault Zoe,79,0.7
2016-07-01,Volvo,Volvo V70,77,0.7
2016-07-01,Tesla,Tesla Model S,43,0.4
2016-08-01,Volkswagen,Volkswagen Golf,1214,9.2
2016-08-01,Toyota,Toyota Rav4,735,5.6
2016-08-01,Toyota,Toyota Yaris,410,3.1
2016-08-01,Mitsubishi,Mitsubishi Outlander,405,3.1
2016-08-01,Toyota,Toyota Auris,361,2.7
2016-08-01,Volkswagen,Volkswagen Passat,358,2.7
2016-08-01,Volkswagen,Volkswagen Tiguan,331,2.5
2016-08-01,Nissan,Nissan Leaf,318,2.4
2016-08-01,Mercedes-Benz,Mercedes-Benz B-klasse,300,2.3
2016-08-01,BMW,BMW i3,293,2.2
2016-08-01,Skoda,Skoda Octavia,270,2.0
2016-08-01,Mazda,Mazda CX-5,234,1.8
2016-08-01,Toyota,Toyota Prius,183,1.4
2016-08-01,Tesla,Tesla Model S,170,1.3
2016-08-01,Audi,Audi A3,164,1.2
2016-08-01,Mazda,Mazda CX-3,161,1.2
2016-08-01,Nissan,Nissan Qashqai,131,1.0
2016-08-01,Ford,Ford Mondeo,124,0.9
2016-08-01,Skoda,Skoda Superb,122,0.9
2016-08-01,Renault,Renault Zoe,15,0.1
2016-09-01,Volkswagen,Volkswagen Golf,996,7.2
2016-09-01,Toyota,Toyota Rav4,581,4.2
2016-09-01,BMW,BMW i3,520,3.8
2016-09-01,Toyota,Toyota Auris,492,3.6
2016-09-01,Mitsubishi,Mitsubishi Outlander,455,3.3
2016-09-01,Volkswagen,Volkswagen Tiguan,416,3.0
2016-09-01,Toyota,Toyota Yaris,405,2.9
2016-09-01,Skoda,Skoda Octavia,315,2.3
2016-09-01,Volkswagen,Volkswagen Passat,314,2.3
2016-09-01,Mercedes-Benz,Mercedes-Benz B-klasse,258,1.9
2016-09-01,Mazda,Mazda CX-5,249,1.8
2016-09-01,Tesla,Tesla Model S,247,1.8
2016-09-01,Toyota,Toyota Prius,233,1.7
2016-09-01,Mercedes-Benz,Mercedes-Benz C-klasse,208,1.5
2016-09-01,Nissan,Nissan Leaf,199,1.4
2016-09-01,Audi,Audi A3,186,1.3
2016-09-01,Mazda,Mazda CX-3,179,1.3
2016-09-01,Skoda,Skoda Superb,167,1.2
2016-09-01,Renault,Renault Zoe,158,1.1
2016-09-01,Nissan,Nissan Qashqai,146,1.1
2016-10-01,Volkswagen,Volkswagen Golf,858,7.2
2016-10-01,BMW,BMW i3,503,4.2
2016-10-01,Volkswagen,Volkswagen Passat,487,4.1
2016-10-01,Volkswagen,Volkswagen Tiguan,419,3.5
2016-10-01,Toyota,Toyota Rav4,385,3.2
2016-10-01,Mitsubishi,Mitsubishi Outlander,365,3.1
2016-10-01,Toyota,Toyota Yaris,353,3.0
2016-10-01,Toyota,Toyota Auris,339,2.8
2016-10-01,Skoda,Skoda Octavia,322,2.7
2016-10-01,Nissan,Nissan Leaf,321,2.7
2016-10-01,Mazda,Mazda CX-5,223,1.9
2016-10-01,Nissan,Nissan Qashqai,205,1.7
2016-10-01,Audi,Audi A3,203,1.7
2016-10-01,Mazda,Mazda CX-3,199,1.7
2016-10-01,Mercedes-Benz,Mercedes-Benz B-klasse,187,1.6
2016-10-01,Skoda,Skoda Superb,167,1.4
2016-10-01,Toyota,Toyota Prius,166,1.4
2016-10-01,Renault,Renault Zoe,161,1.3
2016-10-01,Mercedes-Benz,Mercedes-Benz C-klasse,139,1.2
2016-10-01,Tesla,Tesla Model S,39,0.3
2016-11-01,BMW,BMW i3,1014,7.7
2016-11-01,Volkswagen,Volkswagen Golf,905,6.9
2016-11-01,Toyota,Toyota Rav4,513,3.9
2016-11-01,Mitsubishi,Mitsubishi Outlander,406,3.1
2016-11-01,Volkswagen,Volkswagen Tiguan,406,3.1
2016-11-01,Skoda,Skoda Octavia,348,2.6
2016-11-01,Toyota,Toyota Auris,320,2.4
2016-11-01,Volkswagen,Volkswagen Passat,316,2.4
2016-11-01,Toyota,Toyota Yaris,311,2.4
2016-11-01,Audi,Audi A3,270,2.0
2016-11-01,BMW,BMW 2-serie,250,1.9
2016-11-01,Nissan,Nissan Leaf,238,1.8
2016-11-01,Mercedes-Benz,Mercedes-Benz B-klasse,232,1.8
2016-11-01,Nissan,Nissan Qashqai,218,1.7
2016-11-01,Mazda,Mazda CX-5,170,1.3
2016-11-01,Mazda,Mazda CX-3,156,1.2
2016-11-01,Skoda,Skoda Superb,148,1.1
2016-11-01,Toyota,Toyota Prius,143,1.1
2016-11-01,Renault,Renault Zoe,100,0.8
2016-11-01,Tesla,Tesla Model S,48,0.4
2016-12-01,Volkswagen,Volkswagen Golf,721,5.3
2016-12-01,Volkswagen,Volkswagen Tiguan,650,4.8
2016-12-01,Volvo,Volvo XC60,602,4.4
2016-12-01,BMW,BMW i3,413,3.0
2016-12-01,Audi,Audi A3,403,3.0
2016-12-01,Toyota,Toyota Rav4,374,2.7
2016-12-01,Mitsubishi,Mitsubishi Outlander,355,2.6
2016-12-01,Volkswagen,Volkswagen Passat,299,2.2
2016-12-01,Toyota,Toyota Yaris,292,2.1
2016-12-01,Skoda,Skoda Octavia,287,2.1
2016-12-01,Tesla,Tesla Model S,263,1.9
2016-12-01,Nissan,Nissan Leaf,257,1.9
2016-12-01,Mazda,Mazda CX-5,240,1.8
2016-12-01,Toyota,Toyota Auris,206,1.5
2016-12-01,Mercedes-Benz,Mercedes-Benz B-klasse,200,1.5
2016-12-01,Mazda,Mazda CX-3,153,1.1
2016-12-01,Nissan,Nissan Qashqai,152,1.1
2016-12-01,BMW,BMW 2-serie,110,0.8
2016-12-01,Toyota,Toyota Prius,104,0.8
2016-12-01,Skoda,Skoda Superb,97,0.7
2017-01-01,Volkswagen,Volkswagen Golf,738,5.7
2017-01-01,BMW,BMW i3,622,4.8
2017-01-01,Volkswagen,Volkswagen Passat,515,3.9
2017-01-01,Toyota,Toyota Rav4,473,3.6
2017-01-01,Volvo,Volvo XC90,411,3.1
2017-01-01,Skoda,Skoda Octavia,358,2.7
2017-01-01,Nissan,Nissan Leaf,352,2.7
2017-01-01,Toyota,Toyota Yaris,343,2.6
2017-01-01,Mercedes-Benz,Mercedes-Benz GLC,285,2.2
2017-01-01,Toyota,Toyota Auris,280,2.1
2017-01-01,Volvo,Volvo V60,248,1.9
2017-01-01,Toyota,Toyota C-HR,246,1.9
2017-01-01,Renault,Renault Zoe,240,1.8
2017-01-01,Tesla,Tesla Model X,238,1.8
2017-01-01,BMW,BMW X1,226,1.7
2017-01-01,Volvo,Volvo V40,220,1.7
2017-01-01,Peugeot,Peugeot 3008,216,1.7
2017-01-01,Kia,Kia Niro,214,1.6
2017-01-01,Skoda,Skoda Superb,205,1.6
2017-01-01,BMW,BMW 2-serie,202,1.5
2017-01-01,Volvo,Volvo V90,202,1.5
