"INCOME","SEX","MARITAL.STATUS","AGE","EDUCATION","OCCUPATION","AREA","DUAL.INCOMES","HOUSEHOLD.SIZE","UNDER18","HOUSEHOLDER","HOME.TYPE","ETHNIC.CLASS","LANGUAGE"
"[25.000-30.000)","F","Single","18-24","Graduated High Scool","Student, HS or College","10+ years","Not Married","Four","Two","Rent","Apartment","White","English"
"[40.000-50.000)","F","Married","45-54","College graduate","Professional/Managerial","10+ years","Yes","Two","None","Rent","Condominium","White","English"
"[50.000-75.000)","M","Married","25-34","College graduate","Professional/Managerial","7-10 years","Yes","Two","None","Own","House","White","English"
"[25.000-30.000)","M","Divorced","25-34","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","One","None","Rent","House","White",NA
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","4-6 years","Not Married","Three","One","Family","House","White","English"
"-10.000)","F","Single","18-24","1 to 3 years of college","Student, HS or College","1-3 years","Not Married","Three","None","Family","House","White","English"
"[75.000-","M","Married","35-44","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Two","None","Own","House","White","English"
"[75.000-","M","Married","35-44","Grad Study","Professional/Managerial","7-10 years","No","Four","Two","Own","House","Asian","English"
"[50.000-75.000)","F","Single","18-24","Graduated High Scool","Clerical/Service Worker",NA,"Not Married","Three","None","Family","House","White","English"
"-10.000)","F","Single","18-24","Graduated High Scool","Clerical/Service Worker","10+ years","Not Married","Seven","Two","Own","House","Hispanic","English"
"[75.000-","M","Divorced","35-44","Graduated High Scool","Professional/Managerial","4-6 years","Not Married","Five","Two","Own","Condominium","White","English"
"[50.000-75.000)","M","Married","65+","1 to 3 years of college","Retired","10+ years","No","Two","None","Own","House","White","English"
"[50.000-75.000)","M","Single","18-24","1 to 3 years of college","Student, HS or College","10+ years","Not Married","Five","Two","Family","House","Hispanic","English"
"[50.000-75.000)","M","Single","25-34","Grad Study","Professional/Managerial","1-3 years","Not Married","One","None","Rent","Apartment","White","English"
"[25.000-30.000)","F","Single","18-24","Graduated High Scool","Sales Worker","7-10 years","Not Married","Four","One","Family","Condominium","White","English"
"[40.000-50.000)","F","Single","14-17","College graduate","Unemployed","10+ years","Not Married","Six","Two","Own","House","Hispanic","Spanish"
"-10.000)","F","Single","18-24","Graduated High Scool","Student, HS or College","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"-10.000)","F","Single","18-24","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Four","None","Family","House","White","English"
"[25.000-30.000)","F","Single","18-24","College graduate","Professional/Managerial","10+ years","Not Married","Four","None","Family","House","White","English"
"[20.000-25.000)","F","Single","25-34","College graduate","Professional/Managerial","-1 year","Not Married",NA,"None","Rent","Apartment","White","English"
"[30.000-40.000)","F","Divorced","65+","1 to 3 years of college","Retired","10+ years","Not Married","One","None","Rent","Apartment","White","English"
"[75.000-","M","Married","35-44","Grad Study","Professional/Managerial","10+ years","Yes","Two","None","Own","Other","White","English"
"[75.000-","F","Married","35-44","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Two","None","Own","Other","White","English"
"[40.000-50.000)","M","Married","65+","1 to 3 years of college","Retired","10+ years","No","Two","None","Own","House","White","English"
"[75.000-","F","Single","18-24","1 to 3 years of college","Sales Worker","10+ years","Not Married","Four","None","Family","House","White","English"
"[25.000-30.000)","F","Married","35-44","1 to 3 years of college","Sales Worker","10+ years","Yes","Three","One","Own","House","Black",NA
"[40.000-50.000)","F","Single","18-24","Graduated High Scool","Sales Worker","10+ years","Not Married","Three","One","Family","Condominium","White","English"
"[10.000-15.000)","F","Single","18-24","College graduate","Clerical/Service Worker","1-3 years","Not Married","Two","None","Rent","Apartment","White","English"
"[30.000-40.000)","M","Single","25-34","College graduate","Professional/Managerial","4-6 years","Not Married","Two","None","Own","House","White","English"
"-10.000)","F","Single","18-24","1 to 3 years of college","Student, HS or College","7-10 years","Not Married","One","None","Rent","Apartment","White","English"
"[40.000-50.000)","F","Married","25-34","1 to 3 years of college","Homemaker","10+ years","Yes","Three","One","Own","House","Hispanic","English"
"[75.000-","F","Married","35-44","1 to 3 years of college","Professional/Managerial","7-10 years","Yes","Two","None","Own","Condominium","White","English"
"[25.000-30.000)","F","Single","25-34","Grad Study","Professional/Managerial","10+ years","Not Married","One","None","Rent","Other","White","English"
"[75.000-","M","Single","18-24","1 to 3 years of college","Sales Worker","10+ years","Not Married","Five","Two","Family","House","Other","English"
"[30.000-40.000)","F","Single","25-34","1 to 3 years of college","Professional/Managerial","1-3 years","Not Married","One","None","Rent","Apartment","White","English"
"[30.000-40.000)","M","Together","25-34","Grad Study","Professional/Managerial","10+ years","Not Married","Two","None","Rent","Apartment","White","English"
"[50.000-75.000)","M","Married","35-44","College graduate","Professional/Managerial","7-10 years","No","Five","One","Own","House","White","English"
"-10.000)","F","Together","18-24","1 to 3 years of college","Student, HS or College","1-3 years","Not Married","Two","None","Own","House","White","English"
"[10.000-15.000)","M","Single","65+","Grad Study","Retired","7-10 years","Not Married","One","None","Own","House","White","English"
"[50.000-75.000)","F","Together","25-34","Grad Study","Professional/Managerial","4-6 years","Not Married","Two","None","Rent","Apartment","White","English"
"[50.000-75.000)","F","Married","25-34","College graduate","Professional/Managerial","7-10 years","Yes","Two","None","Own","House","White","English"
"[50.000-75.000)","M","Married","35-44","Grad Study","Professional/Managerial","10+ years","Yes","Two","None","Own","House","White","English"
"[50.000-75.000)","F","Married","35-44","Grad Study","Professional/Managerial","10+ years","Yes","Two","None","Own","House","White","English"
"[10.000-15.000)","M","Single","25-34","College graduate","Student, HS or College","10+ years","Not Married","One","None","Rent","Apartment","Asian","English"
"[75.000-","F","Married","25-34","1 to 3 years of college","Student, HS or College","10+ years","No","Three","One","Own","House","White","English"
"[75.000-","M","Married","55-64","Grad Study","Professional/Managerial","10+ years","Yes","Two","None","Own","House","White","English"
"[30.000-40.000)","F","Divorced","25-34","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","Two","One","Rent","Apartment","White","English"
"[40.000-50.000)","F","Divorced","35-44","Grad Study","Professional/Managerial","10+ years","Not Married","One","None","Own","Condominium","White","English"
"[50.000-75.000)","F","Married","45-54","1 to 3 years of college","Sales Worker","10+ years","Yes","Two","None","Own","House","White","English"
"[75.000-","F","Married","45-54","1 to 3 years of college","Homemaker","4-6 years","No","Three","One","Own","House","White","English"
"-10.000)","M","Single","14-17","Grades 9 to 11","Sales Worker","10+ years","Not Married","Six","Two","Family","House","White","English"
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Four","One","Family","House","White","English"
"[75.000-","F","Single","18-24","College graduate","Professional/Managerial","4-6 years","Not Married","Four","None","Family","House","White","English"
"[40.000-50.000)","M","Divorced","35-44","Grad Study","Professional/Managerial","10+ years","Not Married","Three","Two","Own","House","White","English"
"[50.000-75.000)","F","Married","25-34","Grad Study","Student, HS or College","4-6 years","Yes","Two","None","Own","House","White","English"
"[75.000-","M","Married","35-44","Grad Study","Professional/Managerial","7-10 years","Yes","Two","None","Own","Condominium","Pacific Islander","English"
"[75.000-","M","Single","25-34","College graduate","Professional/Managerial","10+ years","Not Married","Three","None","Rent","House","White","Spanish"
"[30.000-40.000)","M","Single","18-24","College graduate","Professional/Managerial","10+ years","Not Married","Three","None","Rent","Condominium","White","English"
"[40.000-50.000)","M","Divorced","35-44","Grad Study","Professional/Managerial","1-3 years","Not Married","One","None","Rent","Other","White","English"
"-10.000)","M","Single","18-24","Graduated High Scool","Student, HS or College","-1 year","Not Married","One","None","Rent","Apartment","White","English"
"[10.000-15.000)","M","Single","18-24","Grades 9 to 11","Unemployed","10+ years","Not Married","Four","None","Own","House","White","English"
"[40.000-50.000)","F","Married","18-24","1 to 3 years of college","Professional/Managerial",NA,"Yes","Two","Two","Rent","Apartment","Asian","English"
"[20.000-25.000)","F","Divorced","45-54","Graduated High Scool","Homemaker","10+ years","Not Married","One","None","Own",NA,"White","English"
"[10.000-15.000)","M","Single","18-24","1 to 3 years of college","Student, HS or College","4-6 years","Not Married","Four","None","Own","House","Pacific Islander","English"
"[20.000-25.000)","F","Single","25-34","1 to 3 years of college","Clerical/Service Worker","4-6 years","Not Married","Four","None","Own","House","Asian","Other"
"[50.000-75.000)","M","Divorced","45-54","1 to 3 years of college","Professional/Managerial","4-6 years","Not Married",NA,"None","Rent","Apartment","White","English"
"[40.000-50.000)","F","Married","35-44","Graduated High Scool","Professional/Managerial",NA,"Yes","Two","None","Rent","Apartment","Asian","English"
"[30.000-40.000)","M","Married","35-44","College graduate","Military",NA,"Yes","Five","Three","Rent","Other","Other","English"
"[10.000-15.000)","F","Widowed","65+",NA,"Retired","10+ years","Not Married","One","None",NA,"Apartment","White","English"
"[10.000-15.000)","F","Widowed","55-64","1 to 3 years of college","Retired","10+ years","Not Married","One","None","Own","Mobile Home","White","English"
"[20.000-25.000)","F","Single","25-34","College graduate","Sales Worker","10+ years","Not Married","Three","None","Rent","House","White","English"
"-10.000)","F","Single","18-24","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married",NA,"None","Rent","Condominium","White","English"
"[20.000-25.000)","M","Single","25-34","Grad Study","Professional/Managerial","10+ years","Not Married","One","None","Own","Condominium","White","English"
"[40.000-50.000)","F","Married","55-64","Graduated High Scool","Retired","10+ years","No","Three","None","Own","House","American Indian","English"
"[50.000-75.000)","M","Married","25-34","Grad Study","Professional/Managerial","7-10 years","Yes","Two","None","Own","House","White","English"
